Name,About Ecosystem,Apply Now,Contact,Created,Description,Discord,Ecosystem,Execution Layer,Grant Amount,Status,This grant is for,Twitter:,Website
Samsung Next Stack,NA,https://samsungnext.typeform.com/to/FFh0nIgy?typeform-source=www.samsungnext.com,,"June 10, 2022 1:46 PM","Samsung NEXT are offering grants ranging from $25k-75k to early-stage teams building decentralised technologies. Head directly to the application form https://samsungnexteurope.typeform.com/to/DtpcWw.

Blockchain

Trustless, open, and decentralized protocols will permeate our closed and broken online experience; blockchains have the ability to create powerful, new, disintermediated business models and experiences.",,All,NA,,Ongoing,"Devs, Infrastructure, Public Goods, Researchers, Universal Tools",,https://www.samsungnext.com/whats-next/introducing-the-samsung-next-stack-zero-grant/
The Sanbox,The Sandbox is a community-driven platform where creators can monetize voxel ASSETS and gaming experiences on the blockchain.,,,"June 10, 2022 1:46 PM","About The Game Maker Fund
The Game Maker Fund is an initiative that supports game designers in The Sandbox.
The main purpose is to reward and incentivize those who have proven skills in game design or digital world design to help them produce and publish excellent games and other experiences (such as galleries, educational dioramas, and so on) for players of The Sandbox to visit, play and enjoy. The designers will also be able to monetize this experience when it is launched.

We support all talents without distinction of gender identity, nationality and so on, everyone is welcome. We also support teams and studios.",,"Ethereum, Sandbox",,,Ongoing,"Dapps, Devs, NFTs, Universal Tools",,https://www.sandbox.game/fund/en/
Sevens Foundation,Sevens Foundation provides both artists and curators tools for creating opportunities to connect through art exhibitions.,,,"June 10, 2022 1:46 PM","Grants, at the minimum, cover all costs for publishing artworks as part of a show and create a global and collaborative environment for curators and artists alike to connect through an integral goal. This allows any digital artist, regardless of their background or prior success, the potential for their artwork to speak directly to an organization or entity and their outreach.",,All,,,Ongoing,"Community Building/Content Creation, NFTs, Public Goods, Researchers",,https://grants.art/program
Social Alpha Foundation,NA,https://www.socialalphafoundation.org/saf-grant/#,,"June 10, 2022 1:46 PM","Social Alpha foundation funds those who can imagine solutions for a better future, and build the tools that will take us there.

Applicants submit application form and apply for SAF Education or Application grant.

-Applications are filtered for basic requirements (Idea, Team, Amount, Timeframe, Reputation, Track Record, Commitment)

-Short-listed applications are submitted to a Vetting Committee of experienced Social Welfare and Blockchain professionals.

-Selected applications are invited for an interview with the Vetting Committee

-Approved applications receive 50% immediately, 25% upon completion of key milestones 25% granted upon delivery of the project’s completion report

-Grantees will receive strategic introductions to the Blockchain community and support from Social Alpha over the lifetime of the project.

Social Alpha Grant

Social Alpha foundation currently offers two type of grant’s. Education Grant and Application Grant.

Education Grant
Organizations, Collectives, individuals that offer Blockchain Education with a focus of social impact

Application Grant
Non-commercial Blockchain Applications that tackle social welfare issues with a focus on Public Health, Environment or Education

GRANT SELECTION CRITERIA
• Shows well-researched and original idea.
• Project plan is realistic and achievable.
• Has measurable real-world impact.
• Generates opportunities for future development.
• Experienced Team with relevant past achievements.
• Demonstrates strong understanding of Blockchain technology.
• Is not a commercial enterprise
• Current technology can support the project.https://www.socialalphafoundation.org/20171117_SA_Foundation_Project_Grant_Application.docx",,NA,NA,"$10,000-$100,000",Ongoing,"Dapps, Devs, Public Goods, Researchers, Universal Tools",,https://www.socialalphafoundation.org/saf-grant/#
Solana Grants,"Solana is a highly functional open source project that implements a new, permissionless and high-speed layer-1 blockchain. Solana aims to scale throughput beyond what is typically achieved by popular blockchains while keeping costs low
.",https://share.hsforms.com/1GE1hYdApQGaDiCgaiWMXHA5lohw,,"June 10, 2022 1:46 PM","The Solana Foundation Grants Program provides milestone-based funding to support initiatives aimed at decentralizing, growing, and securing the Solana network.

Below are a few categories of projects we’re interested in funding:
• Censorship Resistance
• DAO Tooling
• Developer Tooling
• Education
• Payments / Solana Pay
• Financial Inclusion
• Climate Change
• Academic Research",,Solana,Rust,,Ongoing,"Academics, Community Building/Content Creation, DAOs, Dapps, Devs, Infrastructure, Public Goods, Researchers, Universal Tools",,https://solana.foundation/grants
Spiral,Bitcoin is a digital currency which operates free of any central control or the oversight of banks or governments. Instead it relies on peer-to-peer software and cryptography. A public ledger records all bitcoin transactions and copies are held on servers around the world.," Email proposal to grants@squarecrypto.org",,"June 10, 2022 1:46 PM","We support bitcoin by building developer toolkits, contributing to the Lightning Network and Bitcoin Core, and supplying grants that free up developers to work on bitcoin in their own way. To date, we’ve supplied grants to BTCPayServer and ZmnSCPxj. 

Today we’re awarding two more to Jon Atack and Tankred Hase, in addition to providing steps that could help your bitcoin project get funded by us.
If you don’t have the financial means to build financial freedom for others, a Square Crypto Grant could be what you need.

The rules:
• Grants can be issued to a team or an individual working on a bitcoin project.
• Applicants can work from anywhere (subject to applicable law).
• Proposals should be aimed at improving bitcoin through UX, scaling, privacy, security, or something else we haven’t thought - of.
• Applicants must be in good standing with the bitcoin community.
• Projects should be free and open-source without a business or profit motive.

Examples of bitcoin projects we might support:
• Improvements to private key management.
• Development of bitcoin wallet libraries like coin selection and compact block filters.
• Privacy implementations such as SNICKER or Payjoin coinjoins.
• Strengthening p2p networking in Core or light clients.
• Layer 2 solutions that are separate from LN or complementary to it.
• Improvements to mining robustness and decentralization.
• Developing a wallet for the needs of a specific region of the world.
• Fuzz testing Core to improve its security and robustness.

If you’re interested, send a detailed proposal to mailto:grants@spiral.xyz. We’ll get back to you if it excites us and lines up with grant criteria.",,Bitcoin,BTC,,,"Community Building/Content Creation, Dapps, Devs, Infrastructure, Public Goods, Researchers, Universal Tools",,https://spiral.xyz/blog/square-crypto-grants-for-everybody/
Stable Fund - Maker DAO,"Simply speaking, MakerDAO is a crypto lending credit facility that gives loans at predetermined interest rates. If a MakerDAO user wants to borrow, they would first deposit the Ethereum into a Maker smart contract. The smart contract creates a Collateralized Debt Position (CDP).",https://docs.ethhub.io/other/grants-process/,mailto:rich@makerdao.com,"June 10, 2022 1:46 PM","The Stable Fund is a small to mid-size granting program run by MakerDAO. It is designed to incentivize the third-party Dai ecosystem by disbursing milestone-based grants to teams wishing to build on our financial primitives.

What we look for
Projects that:
• use Dai or MakerDao infrastructure as a core component
• increase Dai adoption
• add stability to and/or de-risk existing economies
• open up new markets
• provide novel, easy to use, solutions
• solve real problems",,"Ethereum, Maker DAO",EVM,,Ongoing,"Community Building/Content Creation, Dapps, Devs, Events/Hackathons, Universal Tools",,https://docs.ethhub.io/other/funds/stable-fund/
Stacks Grant Program,"Better Internet on Bitcoin

The Stacks Foundation supports the mission of a user-owned internet through Stacks-related governance, research and development, education, and grants.",https://grants.stacks.org/login,,"June 10, 2022 1:46 PM","Teams receive funding to boost infrastructure development, research, and tools to serve a Stack-blockchain-based internet, with examples that include a STX stacking wallet, STX custody solutions, chain visualizations and more. While akin to the above grants, their proposal process is far more community-based—applicants are encouraged to present their proposals for feedback, input, and collaboration.",,"Bitcoin, Stacks",EVM,,Ongoing,"Academics, Community Building/Content Creation, Devs, Infrastructure, Public Goods, Researchers, Universal Tools",,https://grants.stacks.org/knowledge-base/roadmap
Stellar,"Stellar makes it possible to create, send, and trade digital representations of all forms of money: dollars, pesos, bitcoin, pretty much anything. It’s designed so all the world’s financial systems can work together on a single network.",,,"June 10, 2022 1:46 PM","Research & Development Grants
‍To encourage innovation, SDF offers Research and Development Grants (R&D) that support the creation of minimum viable products and proofs of concept aimed at improving liquidity, increasing throughput, or otherwise extending the capabilities of the Stellar network to meet ecosystem needs.

Academic Research Grants
‍The Stellar Development Foundation is soliciting proposals for basic technical, economic, and legal research advancing the foundation’s goals of financial inclusion, fast and inexpensive cross-border payments, efficient decentralized markets, and other beneficial applications of distributed ledger echggynolo

Stellar Community Fund
The Stellar Community Fund gives the broader Stellar community the opportunity to vote on which projects deserve XLM grants. The Community Fund is also unique in that any project can apply.

Marketing Grants
SDF offers Marketing Grants to support the growth and user acquisition of projects built on Stellar. The funds from Marketing Grants provide support for digital and offline marketing, in-app incentives, PR, and communications.
gy.‍.
",,Stellar,WASM,,Ongoing,"Academics, Community Building/Content Creation, DAOs, Dapps, Devs, Infrastructure, Public Goods, Researchers, Universal Tools",,https://www.stellar.org/foundation/grants-and-funding
Synthetix,"Synthetix is a new financial primitive enabling the creation of synthetic assets, offering unique derivatives and exposure to real-world assets on the blockchain.",,,"June 10, 2022 1:46 PM",Synthetix GrantsDAO is a decentrailzed organisation part of the Synthetix protocol that governs the process of funding projects that contribute to the adoption of Synthetix,,Synthetix,,,Ongoing,"Academics, Community Building/Content Creation, Devs, Events/Hackathons, Infrastructure, Public Goods, Researchers, Universal Tools",,https://grants.synthetix.io/grants
Tezos Foundation,"The future of the internet is being built on Tezos–with user participation and governance at its core. Users can directly and frictionlessly interface with each other over a decentralized network, exchanging value and interacting with various applications, without the need for intermediaries. On Tezos, Web3 can be a truly user-governed and user-centric movement, the way it was meant to be.",https://tezos.foundation/grants/#working-group-block,,"June 10, 2022 1:46 PM","A key activity of the Tezos Foundation is to deploy resources to entities and initiatives that will help to ensure the long-term success of the Tezos blockchain. Areas of interest for grants reflect some of our current needs, and we invite you to also reach out with your own unique ideas and innovations. We look forward to discovering your project!",,Tezos,Michelson,,Ongoing,"Community Building/Content Creation, Devs, Events/Hackathons, Infrastructure, Researchers",,https://tezos.foundation/grants/
Tribe DAO Grants Program,The Tribe DAO strongly believes that a healthy and thriving DeFi ecosystem needs a robust platform (https://app.rari.capital/fuse) powered by a liquidity engine https://fei.money/) for unlocking the value of tokens through permissionless deployments of lending markets and credit facilities. We strive to deliver governance minimized and market-driven utility for any asset in DeFi.,https://docs.google.com/forms/d/e/1FAIpQLSesA1qtjbWKAlhlhovlG0u2toMH2jGv1vUcrXM97OPHfyx6vw/viewform,,"June 10, 2022 1:46 PM","Tribe DAO Grants has been evolving from the very launch of the protocol, and has reached the stage where community initiatives are driving implementations of new FIPs almost every week. The next stage of growth for the DAO will require formalizing the approach to rewarding and incentivizing community members for their contributions across several categories.

The goal of the Tribe DAO Grants is to widen the base of contributors that make up our community and put more TRIBE in the hands of the people building Fei and Rari. We believe that a well-executed grants program is integral to making the Tribe more decentralized and resilient.

Grant categories:

Education and Transparency
Make it easier to onboard new community members, stay up to date on governance and provide greater transparency on the inner workings of the protocol.
Examples: tutorials, newsletters, podcasts, onboarding guides and up-to-date information sources about governance, PCV allocation, etc.

Usability
Enhance the protocol’s accessibility and ease of use.
Examples: new decentralized clients for the protocol, websites that allow new functionality, and analytics dashboards.

Tooling
Improve the developer experience.
Examples: CLIs, scripts and visualizations.

Research and Development
Help the Tribe stay ahead of the curve by doing research. This could include research on new peg mechanisms, figuring out how to improve oracle performance, etc. In particular, R&D implies that the work being done is in the initial stages of investigating and figuring out the structure of what needs to be done to strengthen the protocols. Deliverables may be a whitepaper, bluepaper or charter that can be developed into proof-of-concept functionality for future implementation.

Request for Proposals
The core team and the community grants committee will publish a list of proposals they would like to see funded. You can find these in the https://www.notion.so/1030a5ec1f4b4265a5e6699d1c77d17d section.

Other
While the above categories represent the main objectives of the program and will receive most of the attention in the application process, we want to leave this category open for projects that may not fit into the above categories.",,Tribe DAO,,,Ongoing,"Academics, Community Building/Content Creation, DAOs, Devs, Events/Hackathons, Researchers, Universal Tools",,https://aromatic-grouse-e85.notion.site/Tribe-DAO-Grants-Program-9373df863bb54b389ebcd516780d7975
UberHaus,NA,https://forum.daohaus.club/t/dao-grants-thread/1030/6,,"June 10, 2022 1:46 PM","• UberHaus unites all of the DAOs across the DAOhaus platform.
• UberHaus controls the total outstanding supply of HAUS tokens.
• UberHaus is working to build more tooling, strengthen community and further the adoption of decentralized and digital coordination.

Focus:
UberHAUS DAO offers 3 types of Grants:
1. Membership Grants: DAOs can request up to 500 shares in UberHaus to participate in governance

2. Tech/Service Grant: Tech grants afford DAOs on the DAOhaus platform up to 500 HAUS to build what they want for DAOhaus

3. Token Swap: This grant enables DAOs to swap their DAO’s token for up to 2500 shares in UberHaus, presenting a different kind of value transfer and shared ownership model.

Evaluation:
UberHAUS DAO community members do evaluation.
Available funding:
Total payment in $USD should have a maximum amount of 500HAUS. Forms W8-BEN and W9 will be filled out accordingly before funds get distributed to your team(this is a requirement).

Demands:
When applying for a grant, you should provide:
1. TLDR - in this section, include a high-level overview of your proposal. What is your initiative? Why should people fund you? Try to stay brief.
2. Problem/Opportunity that you are trying to solve.
3. Funding Milestones and Payments.
4. Business model - All software produced should be open source with an MIT license.
5. Core Team - information about team members and links to their LinkedIn, GitHub, and some examples of their previous work should be provided
6. Accountability - deadlines, community contribution by team members etc.
7. Why should UberHAUS DAO fund this? - What is the benefit to HAUS token holders? How will this help grow the ecosystem or bring value to them?
8. Useful Links & Media",,All,NA,,Ongoing,"Community Building/Content Creation, DAOs, Devs, Public Goods",,https://uberhaus.club/
Uniswap Grants Program,"The Uniswap Protocol is an open-source protocol for providing liquidity and trading ERC20 tokens on Ethereum. It eliminates trusted intermediaries and unnecessary forms of rent extraction, allowing for safe, accessible, and efficient exchange activity. The protocol is non-upgradable and designed to be censorship-resistant.",https://airtable.com/shrWrSFRs6t1q1s9v,,"June 10, 2022 1:46 PM","If you're building something on Uniswap, please let us know what you're working on and let's discuss how we might be able to help you! 

Our current focus is to support specific areas accomplishing the following:
Usability - improving the user experience
Community - growing the ecosystem
Tooling - improving the developer experience",,"Ethereum, Uniswap",EVM,"<$250,000",Ongoing,"Academics, Community Building/Content Creation, Devs, Researchers, Universal Tools",,https://www.unigrants.org/
Velas,"Velas is the world's fastest EVM blockchain and open-source platform for decentralized projects and applications, processing up to 75,000 transactions per second with instant finality, extremely low fees and Solidity support.",https://docs.velas.com/grant-process,https://t.me/shirlyvalge,"June 10, 2022 1:46 PM","Join the ecosystem of user-friendly, transparent and privacy-respecting products built on top of the Velas blockchain. Just port your code from Ethereum, or develop on native chain, to deploy your application within minutes.

Investment Criteria
• The project’s goal and scope
• Business plan/whitepaper
• Built on Velas blockchain
• Technical features and value proposition
• Background and experience of the team
• Go to market strategy and user acquisition plan
• The project, timelines, targeted deliverables at each milestone, estimated efforts
• The amount of funding requested and payment method
• How the project benefits the Velas ecosystem
• An executive summary and a pitch deck

All code produced as part of a grant must be open-sourced, and it must also not rely on closed-source software for full functionality. We take licensing and copyright compliance very seriously. Using others' work without attribution or indicating that it's not your work will lead to immediate termination. Please contact us before submitting if you have any doubts about licensing matters, and we'll be happy to help.",,Velas,EVM,,Ongoing,"Community Building/Content Creation, Dapps, Devs, Events/Hackathons, Infrastructure, Researchers, Universal Tools",,https://docs.velas.com/grants
Web 3 Foundation,"Polkadot is a protocol that connects blockchains — allowing value and data to be sent across previously incompatible networks (Bitcoin and Ethereum, for example). It’s also designed to be fast and scalable. The DOT token is used for staking and governance.",https://github.com/w3f/Grants-Program#1-application,,"June 10, 2022 1:46 PM","As part of our commitment to promoting the Web3 ecosystem, we offer a comprehensive grants program focused on funding software development and research efforts related to Polkadot, Kusama, https://github.com/paritytech/substrateubstrate and Ink!

Developers:
Web3 Foundation funds development work driving advancement and adoption of decentralized software protocols. We support projects that make it easier for developers to build useful applications using these protocols.

We are particularly interested in funding projects that build out layers of the Polkadot Stack.

Researchers:
Web3 Foundation funds research projects that advance and explore protocols in the Web 3.0 Technology Stack.
We are particularly interested in the following areas:
• Benchmarking
• New primitives: Technical/Economical
• Analysis of existing protocols and implementations
• Security testing",,"Kusama, Polkadot, Polkadot/Kusama",Substrate,,Ongoing,"Academics, Dapps, Devs, Researchers, Universal Tools",,https://web3.foundation/grants/
XRPL Grants,"Ripple is the name of the company and the network, and XRP is the cryptocurrency token. The purpose of XRP is to serve as an intermediate mechanism of exchange between two currencies or networks—as a sort of temporary settlement layer denomination.",https://xrplgrants.org/,,"June 10, 2022 1:46 PM","Come Build on the XRP Ledger
Apply to get funding to work on your next XRP Ledger (XRPL) project.

About XRPL Grants
The XRP Ledger is an open source, decentralized and permissionless public blockchain. XRPL Grants funds select open-source projects that help the growing XRP Ledger community.

We fund both select core technology and end-user applications including, but not limited to:
• Sidechains
• Non-Fungible Tokens (NFTs)
• Core infrastructure
• Developer tooling
• Developer UX
• Security

Choosing Your Project
The theme for Wave 4 has yet to be announced, but the theme for Wave 3 was ""Contributing to Open Source.""If your project doesn't fit that description, we will still consider awarding a grant to projects that contribute to the XRPL community and involve some technical development.

Types of projects may include:
• Creating and open sourcing a new project
• Contributing to an existing open source project
• Adding XRP or XRP Ledger support to a project
• Integrating XRP Ledger with existing APIs, SDKs, and technologies that simplify deployment and integration
• Building libraries for XRP Ledger
",,XRP,XRPL,,Upcoming,"Community Building/Content Creation, Dapps, Devs, Events/Hackathons, Infrastructure, NFTs, Public Goods, Researchers, UI/UX, Universal Tools",,https://xrplgrants.org/
ZCash,"You can use Zcash to https://z.cash/spend-zcash/ — it's fast and confidential, great for payments — or https://z.cash/exchanges/ for another kind of money, including US dollars, Euros or another fiat currency.

A major difference between most cryptocurrencies and traditional money is that every transaction is tracked and managed on a decentralized, public blockchain, instead of by a centralized institution, like a bank. This means you truly own your money.",https://zcashgrants.org/login?returnUrl=%2Fsubmit%2F211910%2Fzcash-community-grants-program,,"June 10, 2022 1:46 PM","Development, research, and community growth. Help us build a better Zcash by creating a proposal or requesting an improvement to Zcash Foundation or http://zcashomg.org/",,Zcash,,,Ongoing,"Academics, Community Building/Content Creation, Devs, Infrastructure, Researchers, Universal Tools",,https://grants.zfnd.org/
ZilHive,"Zilliqa is a public blockchain designed to tackle the issues of scalability and throughput facing many cryptocurrencies, including Bitcoin and Ethereum. To achieve this, Zilliqa deploys sharding to improve the speed of transactions and create a scalable and secure platform by dividing the network into nodes that run processes in parallel.",https://zilhive.org/grants/application/,,"June 10, 2022 1:46 PM","Start building your decentralised applications on Zilliqa today
To encourage the development and adoption of decentralised applications (dApps) built on Zilliqa, we have set aside a pool of US$5 million to be granted to promising individuals, teams and projects to support them in bringing their creative visions to life on our platform.

ZILHive GrantsApplication Form
Thank you for your interest in applying for ZILHive Grants programme!Please read the following before proceeding with your application.

There are 4 different tracks in the ZILHive Grants programme:

1) Infrastructure Track - The Infrastructure Track is for developers who wish to create development tooling, frameworks, middewares, analytics tools, or Layer-2 solutions for the Open Finance (OpFi) ecosystem on the Zilliqa platform. Let’s make the Zilliqa ecosystem more developer-friendly

2) Innovation Track - The Innovation Track is for entrepreneurs who wish to create decentralised applications (DApps) on the Zilliqa blockchain. DApps include but are not limited to innovative applications that tokenise physical/digital assets, issue and manage digital identities on the blockchain, and facilitate the exchange of tokenised assets. Scale your imagination with Zilliqa!

3) Technical Research Track - The Technical Research Track is for academics and researchers who wish to work alongside Zilliqa Research to take a crack at the most pressing issues in the blockchain space. The research topics include, but are not limited to, technical research on cryptography, consensus design, scalability and privacy.

4) Market Research Track - The Market Research Track is for industry professionals who wish to explore exciting new use cases across various markets for the Zilliqa blockchain. The research topics include, but are not limited to, market research on the finance, sports, entertainment, education and healthcare industries across various geographic sectors.
",,Ziliqua,Scilla,"$1,000-$15,000",Ongoing,"Academics, Dapps, Devs, Infrastructure, Public Goods, Researchers, UI/UX, Universal Tools",,https://zilhive.org/grants/
Curve Finance,,,,"June 10, 2022 1:46 PM","Ecosystem Grants
Ecosystem grants aim at encouraging and developing the Curve, Vyper language and more generally the DeFi ecosystem. They are for individuals, teams of all sizes looking to develop tools, projects that could benefit from grants.
The following criteria are considered:
• How it relates to Curve and the Curve DAO
• How it may benefit and impact the Curve and the Curve community
• State of the project (is it some gibberish on a napkin or already in production)
• The team and how likely they are to deliver
• Potential (viability, longevity, competition and so on)
• How the funds will be used and why they are needed

These grants are quite flexible in how they are awarded with demonstrating benefit to the Curve system being most important. Existing and completed projects are also eligible particularly if they can demonstrate benefit to the ecosystem.

A council of team and community members will be formed to assign those grants which may involve milestone based repeat payments depending on the scope of the project.

Projects will have the opportunity to present their project on Curve Discord if they wish.",,,,"$1,000 - $150,000",Maybe closed,"Community Building/Content Creation, Dapps, Devs, Events/Hackathons, Infrastructure, Public Goods, Researchers, UI/UX, Universal Tools",,
Kraken Grants,,,,"June 10, 2022 1:46 PM","Fund Your Dream Development Project
At Kraken, we know that our work wouldn’t be possible without the countless hours spent on innovative ideas by passionate open-source contributors. 
Bitcoin and other cryptocurrencies simply would not exist without these unsung heroes. 

That’s why we’ve started an open-source grant program designed to highlight and elevate great work that’s crucial to helping cryptocurrencies reach their potential.
Below you’ll find information on how to apply for a Kraken grant, as well as examples of the work that has inspired our giving in the past. 
We look forward to expanding financial freedoms together.

Grant Categories
Kraken is open to considering grant opportunities in the following protocols, though we may consider opportunities in areas not listed below: 
• Bitcoin (BTC)
• Ethereum (ETH)
• Lightning (LN)
• Monero (XMR)
• Other public cryptocurrencies 
• Rust

Grantee Requirements
Kraken grants are awarded without obligation.  
Grantees will have the opportunity to submit quarterly updates on the impact of their work, discuss their work at Kraken events and on Kraken social media.",,,,,Ongoing,,,
